"batsman1","bowler1","ballsFaced","fours","sixes"
"A Chopra","DP Vijaykumar",5,0,0
"A Chopra","DW Steyn",4,0,0
"A Chopra","GD McGrath",4,0,0
"A Chopra","Harmeet Singh",8,1,0
"A Chopra","JR Hopes",2,0,0
"A Chopra","PJ Sangwan",10,1,0
"A Chopra","PP Chawla",1,0,0
"A Chopra","PP Ojha",6,0,0
"A Chopra","RP Singh",6,1,0
"A Chopra","SB Bangar",4,2,0
"A Chopra","SB Styris",7,1,0
"A Chopra","SM Pollock",4,0,0
"A Chopra","VY Mahesh",4,1,0
"A Chopra","WPUJC Vaas",2,0,0
"A Chopra","Y Venugopal Rao",7,0,0
"A Chopra","Z Khan",1,0,0
"A Choudhary","AJ Tye",3,0,0
"A Choudhary","AR Patel",2,0,0
"A Choudhary","Basil Thampi",4,1,0
"A Choudhary","BCJ Cutting",2,0,1
"A Choudhary","JP Faulkner",5,0,0
"A Choudhary","MM Sharma",4,0,0
"A Dananjaya","Mohammed Shami",3,0,0
"A Dananjaya","TA Boult",2,0,0
"A Flintoff","A Nehra",4,0,0
"A Flintoff","DJ Bravo",7,1,1
"A Flintoff","DL Vettori",6,0,0
"A Flintoff","DW Steyn",8,1,1
"A Flintoff","Harbhajan Singh",5,0,0
"A Flintoff","KP Pietersen",4,1,0
"A Flintoff","MK Tiwary",3,0,0
"A Flintoff","P Kumar",2,0,0
"A Flintoff","PJ Sangwan",4,1,0
"A Flintoff","RR Raje",1,0,0
"A Flintoff","ST Jayasuriya",4,1,0
"A Flintoff","Z Khan",4,0,0
"A Kumble","A Flintoff",2,0,0
"A Kumble","A Mishra",1,0,0
"A Kumble","AB McDonald",1,0,0
"A Kumble","CRD Fernando",3,0,0
"A Kumble","DJ Bravo",3,1,0
"A Kumble","Harbhajan Singh",2,0,0
"A Kumble","Harmeet Singh",2,0,0
"A Kumble","IK Pathan",6,1,0
"A Kumble","JA Morkel",1,0,0
"A Kumble","PP Chawla",4,0,0
"A Kumble","R McLaren",3,0,0
"A Kumble","RA Jadeja",3,0,0
"A Kumble","RJ Harris",2,0,0
"A Kumble","RP Singh",2,0,0
"A Kumble","SK Warne",3,1,0
"A Kumble","SL Malinga",1,0,0
"A Kumble","Sohail Tanvir",2,0,0
"A Kumble","VRV Singh",3,0,0
"A Mishra","A Nehra",3,0,0
"A Mishra","A Singh",2,0,0
"A Mishra","AB Agarkar",5,0,0
"A Mishra","AB Dinda",15,2,0
"A Mishra","AD Mathews",8,0,0
"A Mishra","AG Murtaza",3,0,0
"A Mishra","AN Ahmed",4,0,0
"A Mishra","Azhar Mahmood",4,1,0
"A Mishra","B Lee",2,0,0
"A Mishra","BA Stokes",5,0,0
"A Mishra","Basil Thampi",2,2,0
"A Mishra","BB Sran",2,0,0
"A Mishra","CH Morris",5,0,0
"A Mishra","CRD Fernando",4,0,0
"A Mishra","D Wiese",1,0,0
"A Mishra","DE Bollinger",5,0,0
"A Mishra","DJ Bravo",9,1,0
"A Mishra","DL Chahar",2,1,0
"A Mishra","DS Kulkarni",4,0,0
"A Mishra","GB Hogg",6,0,0
"A Mishra","Harbhajan Singh",15,1,0
"A Mishra","HH Pandya",3,0,0
"A Mishra","I Sharma",3,0,0
"A Mishra","IK Pathan",7,0,0
"A Mishra","Imran Tahir",3,0,0
"A Mishra","Iqbal Abdulla",9,2,0
"A Mishra","J Theron",4,0,0
"A Mishra","JA Morkel",2,0,0
"A Mishra","JD Unadkat",8,0,2
"A Mishra","JH Kallis",8,0,0
"A Mishra","JJ Bumrah",5,0,0
"A Mishra","JO Holder",10,2,0
"A Mishra","JP Duminy",3,1,1
"A Mishra","KA Pollard",10,0,0
"A Mishra","KK Ahmed",3,0,0
"A Mishra","KK Cooper",8,0,0
"A Mishra","KV Sharma",10,0,0
"A Mishra","L Ablish",4,0,0
"A Mishra","L Balaji",14,3,1
"A Mishra","M Morkel",11,1,0
"A Mishra","MA Starc",3,0,0
"A Mishra","MG Johnson",2,0,0
"A Mishra","MM Patel",17,7,0
"A Mishra","MR Marsh",8,1,0
"A Mishra","P Awana",1,0,0
"A Mishra","P Negi",6,0,1
"A Mishra","PP Chawla",4,0,0
"A Mishra","PP Ojha",6,0,0
"A Mishra","R Ashwin",12,0,0
"A Mishra","R Bhatia",1,0,0
"A Mishra","R Dhawan",1,0,0
"A Mishra","R Sharma",6,0,0
"A Mishra","R Vinay Kumar",2,0,0
"A Mishra","RA Jadeja",1,0,0
"A Mishra","RP Singh",3,0,0
"A Mishra","Sandeep Sharma",5,0,0
"A Mishra","SC Ganguly",15,1,0
"A Mishra","SK Trivedi",17,1,0
"A Mishra","SK Warne",4,0,0
"A Mishra","SL Malinga",15,0,0
"A Mishra","SP Narine",1,0,0
"A Mishra","SR Watson",12,1,0
"A Mishra","ST Jayasuriya",1,0,0
"A Mishra","STR Binny",7,0,0
"A Mishra","TG Southee",2,0,0
"A Mishra","TS Mills",4,0,0
"A Mishra","UT Yadav",5,1,0
"A Mishra","VR Aaron",6,0,0
"A Mithun","DL Vettori",3,1,0
"A Mithun","PC Valthaty",3,0,0
"A Mithun","PP Chawla",1,0,0
"A Mithun","R Ashwin",2,0,0
"A Mithun","RJ Harris",6,1,1
"A Mithun","SK Raina",4,2,0
"A Mithun","SP Narine",2,0,0
"A Mukund","A Chandila",4,0,0
"A Mukund","JP Faulkner",7,0,0
"A Mukund","S Sreesanth",1,0,0
"A Mukund","SK Trivedi",3,0,0
"A Mukund","SR Watson",7,1,0
"A Nehra","AD Mascarenhas",3,0,0
"A Nehra","AD Russell",3,0,0
"A Nehra","Harmeet Singh",6,1,0
"A Nehra","IK Pathan",9,0,0
"A Nehra","J Theron",2,0,0
"A Nehra","Joginder Sharma",2,0,0
"A Nehra","MG Johnson",2,0,0
"A Nehra","MR Marsh",4,1,0
"A Nehra","NM Coulter-Nile",1,0,0
"A Nehra","R Sharma",3,0,1
"A Nehra","S Sreesanth",3,0,0
"A Nehra","STR Binny",4,1,0
"A Nehra","SW Tait",4,0,0
"A Nehra","VRV Singh",1,0,0
"A Nehra","WPUJC Vaas",3,0,0
"A Nortje","CJ Jordan",1,0,0
"A Nortje","KK Ahmed",2,0,0
"A Nortje","T Natarajan",3,0,0
"A Singh","AB Agarkar",2,0,0
"A Singh","DE Bollinger",1,0,0
"A Symonds","A Kumble",13,1,0
"A Symonds","A Mishra",42,1,5
"A Symonds","A Nehra",2,0,0
"A Symonds","AB Agarkar",20,1,1
"A Symonds","AC Thomas",4,0,0
"A Symonds","AD Mathews",8,0,0
"A Symonds","AL Menaria",1,0,0
"A Symonds","Anand Rajan",2,0,0
"A Symonds","AP Dole",5,0,0
"A Symonds","B Akhil",2,0,0
"A Symonds","B Lee",9,0,0
"A Symonds","BA Bhatt",4,0,0
"A Symonds","Bipul Sharma",9,0,1
"A Symonds","BJ Hodge",2,0,0
"A Symonds","CH Gayle",2,0,0
"A Symonds","CK Langeveldt",3,0,0
"A Symonds","D Salunkhe",2,0,1
"A Symonds","DE Bollinger",9,1,0
"A Symonds","DJ Bravo",3,1,0
"A Symonds","DJ Hussey",10,1,2
"A Symonds","DP Nannes",14,4,0
"A Symonds","DT Christian",12,1,0
"A Symonds","DW Steyn",24,4,1
"A Symonds","GD McGrath",5,2,0
"A Symonds","I Sharma",16,1,0
"A Symonds","IK Pathan",11,1,1
"A Symonds","J Botha",3,0,0
"A Symonds","J Theron",3,0,0
"A Symonds","JA Morkel",18,2,1
"A Symonds","JE Taylor",3,0,0
"A Symonds","JH Kallis",17,4,1
"A Symonds","JM Kemp",6,0,0
"A Symonds","Joginder Sharma",2,0,1
"A Symonds","JR Hopes",1,0,0
"A Symonds","KA Pollard",6,0,0
"A Symonds","KP Appanna",5,1,0
"A Symonds","L Balaji",13,1,2
"A Symonds","M Kartik",22,1,0
"A Symonds","M Morkel",14,2,0
"A Symonds","M Muralitharan",15,0,0
"A Symonds","MB Parmar",9,3,0
"A Symonds","MC Henriques",2,0,0
"A Symonds","MF Maharoof",2,0,0
"A Symonds","MM Patel",11,4,0
"A Symonds","Mohammad Asif",5,0,0
"A Symonds","Mohammad Hafeez",13,0,0
"A Symonds","P Kumar",15,2,1
"A Symonds","Pankaj Singh",6,0,0
"A Symonds","PD Collingwood",8,1,1
"A Symonds","PJ Sangwan",5,1,0
"A Symonds","PP Chawla",25,0,2
"A Symonds","PP Ojha",8,0,0
"A Symonds","R Ashwin",16,1,1
"A Symonds","R McLaren",8,1,0
"A Symonds","R Sharma",2,0,0
"A Symonds","R Vinay Kumar",11,2,1
"A Symonds","RA Jadeja",9,1,0
"A Symonds","RE van der Merwe",12,1,1
"A Symonds","RJ Harris",2,0,0
"A Symonds","RR Powar",9,1,0
"A Symonds","S Ladda",5,0,1
"A Symonds","S Narwal",6,3,0
"A Symonds","S Randiv",8,1,0
"A Symonds","S Sreesanth",12,3,3
"A Symonds","SB Jakati",20,2,2
"A Symonds","SE Bond",8,1,0
"A Symonds","SJ Srivastava",7,1,0
"A Symonds","SK Raina",10,0,0
"A Symonds","SK Trivedi",21,4,2
"A Symonds","SK Warne",38,3,4
"A Symonds","SR Watson",16,2,0
"A Symonds","SW Tait",3,0,0
"A Symonds","T Thushara",6,0,0
"A Symonds","TM Dilshan",5,0,2
"A Symonds","UT Yadav",12,2,0
"A Symonds","V Kohli",8,0,1
"A Symonds","VY Mahesh",1,0,0
"A Symonds","WA Mota",12,0,0
"A Symonds","WD Parnell",6,2,0
"A Symonds","Y Nagar",6,2,1
"A Symonds","YK Pathan",3,0,1
"A Symonds","Yuvraj Singh",15,0,0
"A Symonds","Z Khan",3,0,0
"A Uniyal","DP Nannes",3,0,0
"A Uniyal","S Ladda",3,0,0
"A Zampa","A Mishra",6,1,0
"AA Bilakhia","A Kumble",3,1,0
"AA Bilakhia","A Mishra",11,0,0
"AA Bilakhia","A Nehra",13,1,0
"AA Bilakhia","DL Vettori",6,0,0
"AA Bilakhia","DP Nannes",7,1,0
"AA Bilakhia","JA Morkel",7,0,0
"AA Bilakhia","JDP Oram",2,0,0
"AA Bilakhia","L Balaji",1,1,0
"AA Bilakhia","M Muralitharan",4,0,0
"AA Bilakhia","P Kumar",8,1,0
"AA Bilakhia","PJ Sangwan",5,0,0
"AA Bilakhia","R Vinay Kumar",5,0,0
"AA Bilakhia","SK Warne",3,0,0
"AA Bilakhia","SR Watson",1,0,0
"AA Bilakhia","TM Dilshan",6,0,0
"AA Bilakhia","V Sehwag",1,0,0
"AA Bilakhia","YK Pathan",4,0,0
"AA Chavan","BJ Hodge",3,0,0
"AA Chavan","M Morkel",4,1,0
"AA Chavan","MM Patel",1,1,0
"AA Chavan","UT Yadav",2,0,0
"AA Jhunjhunwala","A Kumble",7,0,0
"AA Jhunjhunwala","A Mishra",10,0,0
"AA Jhunjhunwala","AB Dinda",4,0,0
"AA Jhunjhunwala","AB McDonald",2,0,0
"AA Jhunjhunwala","AD Mathews",6,1,0
"AA Jhunjhunwala","AG Murtaza",6,1,1
"AA Jhunjhunwala","Azhar Mahmood",3,0,0
"AA Jhunjhunwala","BJ Hodge",4,1,0
"AA Jhunjhunwala","BW Hilfenhaus",1,0,0
"AA Jhunjhunwala","DE Bollinger",2,0,0
"AA Jhunjhunwala","DP Nannes",9,3,0
"AA Jhunjhunwala","DS Kulkarni",13,2,1
"AA Jhunjhunwala","Harbhajan Singh",7,0,0
"AA Jhunjhunwala","JA Morkel",3,1,0
"AA Jhunjhunwala","JH Kallis",12,1,0
"AA Jhunjhunwala","M Kartik",17,2,0
"AA Jhunjhunwala","M Muralitharan",2,0,1
"AA Jhunjhunwala","MF Maharoof",4,0,0
"AA Jhunjhunwala","P Awana",3,0,0
"AA Jhunjhunwala","P Kumar",5,0,0
"AA Jhunjhunwala","Pankaj Singh",4,1,0
"AA Jhunjhunwala","PJ Sangwan",14,1,0
"AA Jhunjhunwala","PP Chawla",6,0,0
"AA Jhunjhunwala","PP Ojha",2,0,0
"AA Jhunjhunwala","R Sathish",3,0,0
"AA Jhunjhunwala","R Vinay Kumar",5,0,0
"AA Jhunjhunwala","RJ Harris",2,1,0
"AA Jhunjhunwala","RP Singh",3,0,0
"AA Jhunjhunwala","RR Powar",3,0,1
"AA Jhunjhunwala","S Ladda",15,1,1
"AA Jhunjhunwala","SE Bond",5,1,0
"AA Jhunjhunwala","SL Malinga",6,0,0
"AA Jhunjhunwala","ST Jayasuriya",7,0,0
"AA Jhunjhunwala","T Thushara",3,1,0
"AA Jhunjhunwala","UT Yadav",4,1,0
"AA Noffke","AB Agarkar",8,0,0
"AA Noffke","SC Ganguly",4,1,0
"AB Agarkar","A Mishra",8,0,0
"AB Agarkar","A Nehra",3,0,0
"AB Agarkar","A Singh",2,0,0
"AB Agarkar","AB McDonald",2,0,0
"AB Agarkar","DE Bollinger",3,1,0
"AB Agarkar","DJ Bravo",4,0,0
"AB Agarkar","DJ Thornely",5,0,0
"AB Agarkar","DP Nannes",6,1,0
"AB Agarkar","DS Kulkarni",3,1,0
"AB Agarkar","DW Steyn",2,0,0
"AB Agarkar","IK Pathan",2,0,0
"AB Agarkar","J Botha",3,0,0
"AB Agarkar","Jaskaran Singh",1,0,0
"AB Agarkar","JH Kallis",2,0,0
"AB Agarkar","Joginder Sharma",3,0,0
"AB Agarkar","KAJ Roach",4,1,0
"AB Agarkar","Kamran Khan",1,0,0
"AB Agarkar","M Muralitharan",4,1,0
"AB Agarkar","MS Gony",2,0,0
"AB Agarkar","P Amarnath",2,1,0
"AB Agarkar","P Awana",3,0,0
"AB Agarkar","P Kumar",10,0,0
"AB Agarkar","PD Collingwood",4,0,0
"AB Agarkar","PJ Sangwan",8,2,1
"AB Agarkar","R Ashwin",4,0,0
"AB Agarkar","R Bhatia",7,1,1
"AB Agarkar","R Vinay Kumar",3,0,0
"AB Agarkar","RA Jadeja",6,0,0
"AB Agarkar","RE van der Merwe",4,0,0
"AB Agarkar","RP Singh",2,0,1
"AB Agarkar","RR Raje",6,2,0
"AB Agarkar","SB Styris",1,0,0
"AB Agarkar","SK Warne",5,0,0
"AB Agarkar","SL Malinga",4,0,0
"AB Agarkar","Sohail Tanvir",8,1,1
"AB Agarkar","SR Watson",9,1,1
"AB Agarkar","ST Jayasuriya",6,0,0
"AB Agarkar","T Henderson",4,0,0
"AB Agarkar","TM Dilshan",1,0,0
"AB Agarkar","UT Yadav",3,0,0
"AB Barath","A Symonds",1,0,0
"AB Barath","DL Vettori",4,0,0
"AB Barath","Harbhajan Singh",7,1,1
"AB Barath","PD Collingwood",1,0,0
"AB Barath","PP Ojha",5,0,0
"AB Barath","R McLaren",7,0,0
"AB Barath","R Sathish",8,1,0
"AB Barath","RG Sharma",4,1,0
"AB Barath","SL Malinga",2,1,0
"AB Barath","Z Khan",3,1,0
"AB de Villiers","A Ashish Reddy",18,3,4
"AB de Villiers","A Chandila",11,2,2
"AB de Villiers","A Flintoff",12,2,3
"AB de Villiers","A Kumble",30,1,0
"AB de Villiers","A Mishra",33,0,3
"AB de Villiers","A Nehra",29,6,5
"AB de Villiers","A Nortje",11,1,1
"AB de Villiers","A Singh",7,1,0
"AB de Villiers","A Symonds",12,0,1
"AB de Villiers","A Uniyal",1,0,0
"AB de Villiers","A Zampa",3,0,0
"AB de Villiers","AB Agarkar",5,1,0
"AB de Villiers","AB Dinda",18,6,3
"AB de Villiers","Abhishek Sharma",3,0,0
"AB de Villiers","AC Thomas",6,1,1
"AB de Villiers","AD Mascarenhas",13,0,0
"AB de Villiers","AD Mathews",3,0,1
"AB de Villiers","AD Russell",39,8,6
"AB de Villiers","AG Murtaza",18,1,1
"AB de Villiers","AJ Tye",21,1,1
"AB de Villiers","AN Ahmed",8,0,1
"AB de Villiers","Anand Rajan",7,2,1
"AB de Villiers","Ankit Sharma",20,2,3
"AB de Villiers","Ankit Soni",5,0,0
"AB de Villiers","Anureet Singh",9,1,0
"AB de Villiers","AR Patel",70,3,2
"AB de Villiers","Arshdeep Singh",2,0,1
"AB de Villiers","AS Rajpoot",15,5,1
"AB de Villiers","AS Raut",5,2,0
"AB de Villiers","Avesh Khan",12,1,0
"AB de Villiers","Azhar Mahmood",17,3,0
"AB de Villiers","B Akhil",5,1,0
"AB de Villiers","B Kumar",43,9,2
"AB de Villiers","B Laughlin",7,1,1
"AB de Villiers","B Lee",3,1,0
"AB de Villiers","BA Stokes",10,0,0
"AB de Villiers","Basil Thampi",7,2,1
"AB de Villiers","BAW Mendis",4,1,0
"AB de Villiers","BB Sran",17,2,0
"AB de Villiers","Bipul Sharma",5,0,0
"AB de Villiers","CH Morris",35,6,5
"AB de Villiers","CJ Dala",1,0,0
"AB de Villiers","CL White",2,0,0
"AB de Villiers","CR Woakes",4,1,0
"AB de Villiers","CV Varun",14,2,0
"AB de Villiers","DAJ Bracewell",9,1,1
"AB de Villiers","DE Bollinger",4,2,0
"AB de Villiers","DJ Bravo",37,6,0
"AB de Villiers","DJ Hooda",1,1,0
"AB de Villiers","DJ Hussey",13,1,2
"AB de Villiers","DJG Sammy",11,2,3
"AB de Villiers","DL Chahar",17,0,1
"AB de Villiers","DP Nannes",7,2,0
"AB de Villiers","DR Sams",5,1,0
"AB de Villiers","DR Smith",14,3,1
"AB de Villiers","DS Kulkarni",33,4,0
"AB de Villiers","DT Christian",6,0,0
"AB de Villiers","DW Steyn",21,3,5
"AB de Villiers","GB Hogg",9,0,0
"AB de Villiers","GC Viljoen",12,1,2
"AB de Villiers","GJ Maxwell",10,1,1
"AB de Villiers","Harbhajan Singh",81,9,5
"AB de Villiers","Harmeet Singh",19,3,0
"AB de Villiers","Harpreet Brar",6,0,0
"AB de Villiers","HH Pandya",39,10,5
"AB de Villiers","HV Patel",23,6,3
"AB de Villiers","I Sharma",34,2,2
"AB de Villiers","IC Pandey",17,4,1
"AB de Villiers","IK Pathan",44,7,3
"AB de Villiers","Imran Tahir",41,3,3
"AB de Villiers","Iqbal Abdulla",6,1,0
"AB de Villiers","IS Sodhi",12,3,0
"AB de Villiers","J Botha",8,1,0
"AB de Villiers","J Suchith",11,5,0
"AB de Villiers","JA Morkel",29,3,1
"AB de Villiers","JC Archer",13,3,2
"AB de Villiers","JD Ryder",4,0,1
"AB de Villiers","JD Unadkat",26,1,5
"AB de Villiers","JEC Franklin",4,1,0
"AB de Villiers","JH Kallis",39,2,0
"AB de Villiers","JJ Bumrah",86,9,8
"AB de Villiers","JL Pattinson",6,1,1
"AB de Villiers","JO Holder",10,1,0
"AB de Villiers","Joginder Sharma",7,0,0
"AB de Villiers","JP Behrendorff",3,0,0
"AB de Villiers","JP Duminy",16,1,0
"AB de Villiers","JP Faulkner",30,5,4
"AB de Villiers","JR Hazlewood",2,0,0
"AB de Villiers","K Gowtham",1,0,0
"AB de Villiers","K Rabada",24,3,2
"AB de Villiers","KA Pollard",22,2,0
"AB de Villiers","Kamran Khan",9,1,0
"AB de Villiers","Karanveer Singh",7,0,3
"AB de Villiers","Kartik Tyagi",8,1,0
"AB de Villiers","KC Cariappa",11,2,1
"AB de Villiers","KH Pandya",49,2,2
"AB de Villiers","KK Ahmed",1,0,0
"AB de Villiers","KK Cooper",8,2,1
"AB de Villiers","KL Nagarkoti",8,1,2
"AB de Villiers","KP Appanna",8,0,0
"AB de Villiers","Kuldeep Yadav",12,0,2
"AB de Villiers","KV Sharma",29,0,2
"AB de Villiers","KW Richardson",6,1,1
"AB de Villiers","L Ablish",3,0,0
"AB de Villiers","L Balaji",29,1,3
"AB de Villiers","LH Ferguson",4,0,1
"AB de Villiers","M Ashwin",31,4,3
"AB de Villiers","M Jansen",5,0,0
"AB de Villiers","M Kartik",14,1,0
"AB de Villiers","M Markande",8,0,1
"AB de Villiers","M Morkel",17,2,1
"AB de Villiers","M Muralitharan",28,1,1
"AB de Villiers","M Ntini",3,0,0
"AB de Villiers","M Prasidh Krishna",15,5,0
"AB de Villiers","MC Henriques",37,5,2
"AB de Villiers","MG Johnson",18,2,1
"AB de Villiers","MG Neser",10,3,2
"AB de Villiers","MJ McClenaghan",25,8,2
"AB de Villiers","MJ Santner",9,1,0
"AB de Villiers","MM Patel",28,3,1
"AB de Villiers","MM Sharma",28,4,6
"AB de Villiers","Mohammad Nabi",2,0,0
"AB de Villiers","Mohammed Shami",30,3,6
"AB de Villiers","Monu Kumar",4,1,0
"AB de Villiers","MP Stoinis",22,1,5
"AB de Villiers","MR Marsh",4,1,2
"AB de Villiers","MS Gony",24,3,2
"AB de Villiers","Mujeeb Ur Rahman",7,0,2
"AB de Villiers","Mustafizur Rahman",12,0,0
"AB de Villiers","N Rana",6,0,2
"AB de Villiers","NLTC Perera",6,0,0
"AB de Villiers","NM Coulter-Nile",2,1,0
"AB de Villiers","P Awana",11,0,2
"AB de Villiers","P Kumar",19,2,2
"AB de Villiers","P Negi",10,2,0
"AB de Villiers","Pankaj Singh",5,0,0
"AB de Villiers","Parvez Rasool",2,0,0
"AB de Villiers","PC Valthaty",10,1,0
"AB de Villiers","PJ Cummins",12,1,2
"AB de Villiers","PJ Sangwan",4,1,0
"AB de Villiers","PP Chawla",52,3,2
"AB de Villiers","PP Ojha",33,3,1
"AB de Villiers","PV Tambe",24,4,0
"AB de Villiers","R Ashwin",61,5,2
"AB de Villiers","R Bhatia",27,2,1
"AB de Villiers","R Dhawan",6,1,0
"AB de Villiers","R McLaren",3,0,1
"AB de Villiers","R Parag",1,1,0
"AB de Villiers","R Sharma",12,0,0
"AB de Villiers","R Tewatia",14,0,2
"AB de Villiers","R Vinay Kumar",20,1,0
"AB de Villiers","RA Jadeja",77,7,2
"AB de Villiers","Rashid Khan",43,4,0
"AB de Villiers","Ravi Bishnoi",15,2,0
"AB de Villiers","RD Chahar",28,3,1
"AB de Villiers","RE van der Merwe",5,1,0
"AB de Villiers","RG Sharma",13,1,1
"AB de Villiers","RJ Harris",5,2,0
"AB de Villiers","RP Singh",12,1,0
"AB de Villiers","RR Powar",3,0,0
"AB de Villiers","RR Raje",7,1,0
"AB de Villiers","RS Bopara",8,3,1
"AB de Villiers","RV Gomez",4,0,3
"AB de Villiers","RV Patel",4,1,0
"AB de Villiers","S Badree",1,0,0
"AB de Villiers","S Gopal",34,1,0
"AB de Villiers","S Kaul",24,8,1
"AB de Villiers","S Lamichhane",11,0,1
"AB de Villiers","S Nadeem",56,8,1
"AB de Villiers","S Randiv",12,0,0
"AB de Villiers","S Sreesanth",16,1,1
"AB de Villiers","Sandeep Sharma",57,9,7
"AB de Villiers","SB Jakati",30,3,4
"AB de Villiers","SE Rutherford",2,0,0
"AB de Villiers","Shakib Al Hasan",33,4,2
"AB de Villiers","Shivam Sharma",8,0,2
"AB de Villiers","Shoaib Ahmed",6,1,0
"AB de Villiers","Shoaib Akhtar",9,0,0
"AB de Villiers","SJ Srivastava",5,1,0
"AB de Villiers","SK Raina",1,0,0
"AB de Villiers","SK Trivedi",26,2,2
"AB de Villiers","SK Warne",38,2,0
"AB de Villiers","SL Malinga",64,10,8
"AB de Villiers","SM Curran",3,1,0
"AB de Villiers","SM Pollock",9,0,0
"AB de Villiers","SMSM Senanayake",3,0,0
"AB de Villiers","SN Thakur",29,4,4
"AB de Villiers","SP Narine",40,5,2
"AB de Villiers","SR Tendulkar",6,3,1
"AB de Villiers","SR Watson",50,6,0
"AB de Villiers","SS Cottrell",9,1,1
"AB de Villiers","SS Sarkar",1,1,0
"AB de Villiers","STR Binny",15,1,1
"AB de Villiers","SW Tait",7,0,0
"AB de Villiers","T Natarajan",20,3,0
"AB de Villiers","TA Boult",21,5,4
"AB de Villiers","TG Southee",17,2,1
"AB de Villiers","TK Curran",2,1,0
"AB de Villiers","Umran Malik",1,0,0
"AB de Villiers","UT Yadav",22,3,1
"AB de Villiers","V Pratap Singh",5,0,0
"AB de Villiers","VR Aaron",16,4,1
"AB de Villiers","WPUJC Vaas",9,1,0
"AB de Villiers","YA Abdulla",2,0,0
"AB de Villiers","YK Pathan",14,0,2
"AB de Villiers","Yuvraj Singh",6,0,0
"AB de Villiers","Z Khan",21,5,0
"AB Dinda","A Mishra",3,0,0
"AB Dinda","AD Mascarenhas",1,0,0
"AB Dinda","CH Gayle",5,1,0
"AB Dinda","DJ Bravo",2,0,0
"AB Dinda","DJ Thornely",1,0,0
"AB Dinda","KA Pollard",2,0,0
"AB Dinda","MG Johnson",5,0,0
"AB Dinda","P Awana",4,0,0
"AB Dinda","RP Singh",3,0,0
"AB Dinda","SL Malinga",6,0,0
"AB Dinda","Sohail Tanvir",2,0,0
"AB Dinda","Z Khan",5,1,0
"AB McDonald","A Kumble",2,0,0
"AB McDonald","AG Murtaza",6,0,0
"AB McDonald","Azhar Mahmood",3,1,0
"AB McDonald","CRD Fernando",6,0,0
"AB McDonald","DAJ Bracewell",5,0,1
"AB McDonald","DE Bollinger",2,0,0
"AB McDonald","DJ Bravo",9,0,1
"AB McDonald","DJ Hussey",4,0,0
"AB McDonald","DW Steyn",3,1,0
"AB McDonald","Harbhajan Singh",8,0,0
"AB McDonald","IK Pathan",7,3,1
"AB McDonald","JA Morkel",1,0,0
"AB McDonald","KA Pollard",6,0,0
"AB McDonald","M Morkel",3,1,0
"AB McDonald","P Awana",7,1,0
"AB McDonald","P Kumar",9,0,1
"AB McDonald","PP Chawla",3,0,0
"AB McDonald","R Vinay Kumar",2,0,0
"AB McDonald","RE van der Merwe",2,0,0
"AB McDonald","SK Trivedi",5,1,0
"AB McDonald","SW Tait",4,1,0
"AB McDonald","UT Yadav",4,0,0
"Abdul Samad","A Nortje",11,3,2
"Abdul Samad","AD Russell",4,0,0
"Abdul Samad","AR Patel",3,0,0
"Abdul Samad","Arshdeep Singh",2,0,0
"Abdul Samad","Avesh Khan",4,0,1
