"bowler1","batsman1","balls","runsConceded","ER"
"A Nehra","RJ Peterson",4,1,1.5
"A Nehra","RJ Quiney",10,1,0.6
"A Nehra","RN ten Doeschate",7,14,12
"A Nehra","RP Singh",6,4,4
"A Nehra","RR Rossouw",9,3,2
"A Nehra","RR Sarwan",3,3,6
"A Nehra","RV Uthappa",36,56,9.33333333333333
"A Nehra","S Aravind",1,0,0
"A Nehra","S Badrinath",22,20,5.45454545454545
"A Nehra","SA Asnodkar",11,7,3.81818181818182
"A Nehra","SA Yadav",3,4,8
"A Nehra","Sachin Baby",1,0,0
"A Nehra","SE Marsh",23,27,7.04347826086957
"A Nehra","SK Raina",26,16,3.69230769230769
"A Nehra","SN Khan",6,3,3
"A Nehra","Sohail Tanvir",1,0,0
"A Nehra","SR Tendulkar",14,16,6.85714285714286
"A Nehra","SR Watson",39,49,7.53846153846154
"A Nehra","SS Iyer",5,5,6
"A Nehra","SS Tiwary",8,15,11.25
"A Nehra","UT Khawaja",5,9,10.8
"A Nehra","UT Yadav",1,0,0
"A Nehra","V Kohli",57,63,6.63157894736842
"A Nehra","V Sehwag",38,66,10.4210526315789
"A Nehra","WP Saha",2,1,3
"A Nehra","Y Venugopal Rao",15,23,9.2
"A Nehra","YK Pathan",23,39,10.1739130434783
"A Nel","G Gambhir",4,11,16.5
"A Nortje","AB de Villiers",11,16,8.72727272727273
"A Nortje","CH Morris",2,0,0
"A Nortje","D Padikkal",12,18,9
"A Nortje","DA Warner",19,27,8.52631578947368
"A Nortje","EJG Morgan",12,15,7.5
"A Nortje","F du Plessis",16,26,9.75
"A Nortje","HH Pandya",11,22,12
"A Nortje","I Udana",4,5,7.5
"A Nortje","JC Buttler",9,23,15.3333333333333
"A Nortje","JM Bairstow",13,18,8.30769230769231
"A Nortje","KA Pollard",15,17,6.8
"A Nortje","KM Jadhav",6,2,2
"A Nortje","KS Williamson",23,23,6
"A Nortje","M Vijay",3,0,0
"A Nortje","MM Ali",8,12,9
"A Nortje","Mohammed Siraj",4,5,7.5
"A Nortje","MS Dhoni",12,13,6.5
"A Nortje","N Rana",22,23,6.27272727272727
"A Nortje","PJ Cummins",3,4,8
"A Nortje","Q de Kock",35,56,9.6
"A Nortje","R Tewatia",20,22,6.6
"A Nortje","RA Tripathi",12,13,6.5
"A Nortje","RD Gaikwad",26,44,10.1538461538462
"A Nortje","RG Sharma",17,20,7.05882352941176
"A Nortje","RV Uthappa",20,24,7.2
"A Nortje","SA Yadav",13,18,8.30769230769231
"A Nortje","Shubman Gill",16,29,10.875
"A Nortje","SP Narine",8,3,2.25
"A Nortje","SPD Smith",1,0,0
"A Nortje","SR Watson",8,2,1.5
"A Nortje","SV Samson",17,13,4.58823529411765
"A Nortje","V Kohli",12,9,4.5
"A Nortje","WP Saha",8,9,6.75
"A Nortje","YBK Jaiswal",14,12,5.14285714285714
"A Singh","AC Gilchrist",5,3,3.6
"A Singh","BB McCullum",2,1,3
"A Singh","D du Preez",3,2,4
"A Singh","DA Warner",7,2,1.71428571428571
"A Singh","DB Ravi Teja",3,1,2
"A Singh","DJ Jacobs",7,4,3.42857142857143
"A Singh","DW Steyn",2,4,12
"A Singh","G Gambhir",23,35,9.1304347826087
"A Singh","JEC Franklin",2,1,3
"A Singh","JH Kallis",27,20,4.44444444444444
"A Singh","JH Kallis",27,20,4.44444444444444
"A Singh","JH Kallis",27,20,4.44444444444444
"A Singh","K Goel",4,1,1.5
"A Singh","M Muralitharan",2,1,3
"A Singh","NV Ojha",3,1,2
"A Singh","P Kumar",5,10,12
"A Singh","R Vinay Kumar",14,16,6.85714285714286
"A Singh","RE van der Merwe",2,1,3
"A Singh","S Dhawan",10,17,10.2
"A Singh","S Sohal",1,0,0
"A Singh","Shakib Al Hasan",3,6,12
"A Singh","SK Raina",15,27,10.8
"A Singh","SL Malinga",1,0,0
"A Singh","SR Tendulkar",5,5,6
"A Singh","TL Suman",6,3,3
"A Singh","W Jaffer",3,1,2
"A Singh","Y Nagar",8,22,16.5
"A Singh","Yuvraj Singh",3,1,2
"A Symonds","A Mishra",1,0,0
"A Symonds","CA Pujara",6,9,9
"A Symonds","CH Gayle",2,0,0
"A Symonds","DJ Hussey",16,20,7.5
"A Symonds","DPMD Jayawardene",12,9,4.5
"A Symonds","KD Karthik",4,6,9
"A Symonds","LRPL Taylor",3,1,2
"A Symonds","M Muralitharan",1,0,0
"A Symonds","MC Henriques",1,0,0
"A Symonds","MEK Hussey",2,1,3
"A Symonds","MS Dhoni",16,15,5.625
"A Symonds","PC Valthaty",2,6,18
"A Symonds","R Dravid",28,30,6.42857142857143
"A Symonds","RE van der Merwe",10,12,7.2
"A Symonds","RV Uthappa",9,13,8.66666666666667
"A Symonds","SK Raina",17,19,6.70588235294118
"A Symonds","SM Katich",6,2,2
"A Symonds","SM Katich",6,2,2
"A Symonds","TM Dilshan",15,18,7.2
"A Symonds","V Kohli",11,25,13.6363636363636
"A Symonds","V Sehwag",14,39,16.7142857142857
"A Symonds","WP Saha",2,6,18
"A Symonds","YK Pathan",7,6,5.14285714285714
"A Uniyal","AT Rayudu",3,2,4
"A Uniyal","Harbhajan Singh",4,7,10.5
"A Uniyal","ST Jayasuriya",1,0,0
"A Zampa","AB de Villiers",3,1,2
"A Zampa","B Kumar",2,1,3
"A Zampa","DJ Hooda",2,6,18
"A Zampa","HH Pandya",15,25,10
"A Zampa","I Sharma",1,0,0
"A Zampa","KA Pollard",16,43,16.125
"A Zampa","KK Nair",18,20,6.66666666666667
"A Zampa","KL Rahul",7,3,2.57142857142857
"A Zampa","KS Williamson",19,12,3.78947368421053
"A Zampa","MC Henriques",5,3,3.6
"A Zampa","MK Pandey",7,7,6
"A Zampa","MM Sharma",6,4,4
"A Zampa","N Rana",10,16,9.6
"A Zampa","NV Ojha",2,0,0
"A Zampa","RG Sharma",4,2,3
"A Zampa","RR Pant",16,22,8.25
"A Zampa","SV Samson",16,23,8.625
"A Zampa","WP Saha",4,2,3
"A Zampa","Yuvraj Singh",2,0,0
"AA Chavan","BB McCullum",3,1,2
"AA Chavan","Bipul Sharma",3,5,10
"AA Chavan","DPMD Jayawardene",5,5,6
"AA Chavan","KA Pollard",9,16,10.6666666666667
"AA Chavan","KP Pietersen",13,9,4.15384615384615
"AA Chavan","LR Shukla",3,7,14
"AA Chavan","Mandeep Singh",13,22,10.1538461538462
"AA Chavan","MS Bisla",20,25,7.5
"AA Jhunjhunwala","JA Morkel",15,17,6.8
"AA Kazi","J Botha",7,8,6.85714285714286
"AA Noffke","DJ Hussey",4,1,1.5
"AB Agarkar","A Symonds",20,28,8.4
"AB Agarkar","A Symonds",20,28,8.4
"AB Agarkar","AC Gilchrist",20,47,14.1
"AB Agarkar","AM Rahane",33,42,7.63636363636364
"AB Agarkar","AT Rayudu",22,28,7.63636363636364
"AB Agarkar","B Akhil",2,0,0
"AB Agarkar","B Chipli",6,14,14
"AB Agarkar","CL White",6,3,3
"AB Agarkar","DA Warner",15,29,11.6
"AB Agarkar","DPMD Jayawardene",35,44,7.54285714285714
"AB Agarkar","J Botha",3,4,8
"AB Agarkar","JD Ryder",2,0,0
"AB Agarkar","JH Kallis",15,20,8
"AB Agarkar","KD Karthik",18,15,5
"AB Agarkar","M Kaif",8,9,6.75
"AB Agarkar","M Vijay",15,20,8
"AB Agarkar","MK Tiwary",15,23,9.2
"AB Agarkar","MS Bisla",4,3,4.5
"AB Agarkar","PA Patel",29,36,7.44827586206897
"AB Agarkar","PP Ojha",2,0,0
"AB Agarkar","RA Jadeja",14,7,3
"AB Agarkar","RA Jadeja",14,7,3
"AB Agarkar","RG Sharma",21,36,10.2857142857143
"AB Agarkar","S Dhawan",10,17,10.2
"AB Agarkar","S Sohal",1,0,0
"AB Agarkar","SK Warne",4,1,1.5
"AB Agarkar","SP Goswami",12,20,10
"AB Agarkar","SR Tendulkar",9,16,10.6666666666667
"AB Agarkar","Sunny Singh",1,0,0
"AB Agarkar","V Sehwag",10,16,9.6
"AB Agarkar","WPUJC Vaas",1,0,0
"AB Agarkar","Yuvraj Singh",9,21,14
"AB Dinda","A Mishra",15,19,7.6
"AB Dinda","AC Gilchrist",31,32,6.19354838709677
"AB Dinda","AC Voges",5,6,7.2
"AB Dinda","AG Paunikar",5,6,7.2
"AB Dinda","AP Tare",8,1,0.75
"AB Dinda","AT Rayudu",24,28,7
"AB Dinda","BJ Rohrer",3,1,2
"AB Dinda","CA Pujara",1,0,0
"AB Dinda","DA Warner",43,51,7.11627906976744
"AB Dinda","DJ Bravo",20,16,4.8
"AB Dinda","DPMD Jayawardene",12,18,9
"AB Dinda","DPMD Jayawardene",12,18,9
"AB Dinda","DR Smith",10,16,9.6
"AB Dinda","F Behardien",5,5,6
"AB Dinda","FY Fazal",12,19,9.5
"AB Dinda","G Gambhir",17,38,13.4117647058824
"AB Dinda","GC Smith",21,19,5.42857142857143
"AB Dinda","Harbhajan Singh",7,5,4.28571428571429
"AB Dinda","HH Gibbs",12,17,8.5
"AB Dinda","HH Pandya",11,32,17.4545454545455
"AB Dinda","JA Morkel",2,1,3
"AB Dinda","JH Kallis",17,14,4.94117647058824
"AB Dinda","JP Duminy",23,50,13.0434782608696
"AB Dinda","JP Faulkner",10,7,4.2
"AB Dinda","JR Hopes",4,4,6
"AB Dinda","KC Sangakkara",18,17,5.66666666666667
"AB Dinda","KD Karthik",23,28,7.30434782608696
"AB Dinda","KL Rahul",15,20,8
"AB Dinda","KM Jadhav",5,9,10.8
"AB Dinda","M Vohra",14,31,13.2857142857143
"AB Dinda","MD Mishra",2,0,0
"AB Dinda","MF Maharoof",3,2,4
"AB Dinda","MJ Lumb",1,0,0
"AB Dinda","MK Pandey",12,17,8.5
"AB Dinda","MS Dhoni",24,42,10.5
"AB Dinda","NLTC Perera",3,1,2
"AB Dinda","NV Ojha",24,21,5.25
"AB Dinda","PA Patel",55,63,6.87272727272727
"AB Dinda","PC Valthaty",6,1,1
"AB Dinda","Q de Kock",22,31,8.45454545454546
"AB Dinda","R Rampaul",1,0,0
"AB Dinda","RA Jadeja",12,12,6
"AB Dinda","RG Sharma",32,59,11.0625
"AB Dinda","RR Pant",8,3,2.25
"AB Dinda","S Dhawan",36,35,5.83333333333333
"AB Dinda","S Dhawan",36,35,5.83333333333333
"AB Dinda","S Nadeem",3,4,8
"AB Dinda","S Sriram",6,2,2
"AB Dinda","SA Asnodkar",10,11,6.6
"AB Dinda","SK Raina",36,58,9.66666666666667
"AB Dinda","SK Trivedi",2,4,12
"AB Dinda","SS Iyer",11,12,6.54545454545455
"AB Dinda","SS Tiwary",24,22,5.5
"AB Dinda","ST Jayasuriya",7,12,10.2857142857143
"AB Dinda","STR Binny",1,0,0
"AB Dinda","T Kohli",1,0,0
"AB Dinda","TM Dilshan",21,23,6.57142857142857
"AB Dinda","V Kohli",30,42,8.4
"AB Dinda","V Sehwag",14,14,6
"AB Dinda","VVS Laxman",6,4,4
"AB Dinda","W Jaffer",11,4,2.18181818181818
"AB Dinda","YK Pathan",17,19,6.70588235294118
"AB Dinda","Z Khan",4,2,3
"AB McDonald","C Madan",1,0,0
"AB McDonald","CK Langeveldt",1,0,0
"AB McDonald","DA Miller",8,6,4.5
"AB McDonald","DW Steyn",2,1,3
"AB McDonald","EJG Morgan",4,2,3
"AB McDonald","M Kartik",2,1,3
"AB McDonald","MK Pandey",6,11,11
"AB McDonald","MK Tiwary",1,0,0
"AB McDonald","N Saini",11,14,7.63636363636364
"AB McDonald","R Dravid",12,15,7.5
"AB McDonald","SE Marsh",7,9,7.71428571428571
"AB McDonald","V Sehwag",1,0,0
"AB McDonald","Y Venugopal Rao",3,2,4
"Abdul Samad","AK Markram",2,1,3
"Abdul Samad","KM Jadhav",1,0,0
"Abhishek Sharma","AJ Finch",2,1,3
"Abhishek Sharma","C Munro",4,8,12
"Abhishek Sharma","DJ Hooda",3,2,4
"Abhishek Sharma","JDS Neesham",1,0,0
"Abhishek Sharma","KA Pollard",4,4,6
"Abhishek Sharma","KL Rahul",5,5,6
"Abhishek Sharma","MC Henriques",9,9,6
"AC Gilchrist","Harbhajan Singh",1,0,0
"AC Thomas","AB de Villiers",6,14,14
"AC Thomas","AC Blizzard",4,5,7.5
"AC Thomas","AC Gilchrist",3,1,2
"AC Thomas","AT Rayudu",8,5,3.75
"AC Thomas","BB McCullum",1,0,0
"AC Thomas","DPMD Jayawardene",12,14,7
"AC Thomas","LRPL Taylor",10,15,9
"AC Thomas","M Vijay",8,10,7.5
"AC Thomas","PC Valthaty",6,6,6
"AC Thomas","SK Raina",10,10,6
"AC Thomas","SP Goswami",3,6,12
"AC Thomas","SR Watson",3,1,2
"AC Thomas","SS Tiwary",10,17,10.2
"AC Thomas","V Kohli",5,6,7.2
"AC Thomas","V Sehwag",9,6,4
"AC Thomas","Y Nagar",6,10,10
"AC Voges","Y Venugopal Rao",2,1,3
"AD Mascarenhas","AB de Villiers",13,8,3.69230769230769
"AD Mascarenhas","AP Tare",1,0,0
"AD Mascarenhas","BB McCullum",8,7,5.25
"AD Mascarenhas","G Gambhir",28,31,6.64285714285714
"AD Mascarenhas","JD Ryder",4,2,3
"AD Mascarenhas","KD Karthik",12,10,5
"AD Mascarenhas","LRPL Taylor",1,0,0
"AD Mascarenhas","M Manhas",5,7,8.4
"AD Mascarenhas","MN Samuels",9,6,4
"AD Mascarenhas","R Sharma",1,0,0
"AD Mascarenhas","RV Uthappa",14,11,4.71428571428571
"AD Mascarenhas","SC Ganguly",6,6,6
"AD Mascarenhas","SR Tendulkar",1,0,0
"AD Mascarenhas","TM Dilshan",7,6,5.14285714285714
"AD Mascarenhas","V Sehwag",28,47,10.0714285714286
"AD Mathews","AC Gilchrist",19,20,6.31578947368421
"AD Mathews","AM Rahane",44,53,7.22727272727273
"AD Mathews","BB McCullum",9,6,4
"AD Mathews","CH Gayle",19,17,5.36842105263158
"AD Mathews","CM Gautam",3,1,2
"AD Mathews","DPMD Jayawardene",9,8,5.33333333333333
"AD Mathews","Harbhajan Singh",4,1,1.5
"AD Mathews","IK Pathan",15,19,7.6
"AD Mathews","JH Kallis",14,7,3
"AD Mathews","KL Rahul",3,2,4
"AD Mathews","M Morkel",1,0,0
"AD Mathews","M Vijay",12,12,6
"AD Mathews","MD Mishra",5,9,10.8
"AD Mathews","MK Pandey",7,10,8.57142857142857
"AD Mathews","PA Patel",8,14,10.5
"AD Mathews","R Dravid",32,39,7.3125
"AD Mathews","RE van der Merwe",2,1,3
"AD Mathews","RG Sharma",15,21,8.4
"AD Mathews","RV Uthappa",12,17,8.5
"AD Mathews","SR Watson",20,25,7.5
"AD Mathews","SV Samson",4,1,1.5
"AD Mathews","V Kohli",13,9,4.15384615384615
"AD Russell","A Ashish Reddy",3,4,8
"AD Russell","AB de Villiers",39,92,14.1538461538462
"AD Russell","AD Mathews",9,6,4
"AD Russell","AD Nath",5,2,2.4
"AD Russell","AM Rahane",36,44,7.33333333333333
"AD Russell","Arshdeep Singh",1,0,0
"AD Russell","BB McCullum",9,3,2
"AD Russell","CH Gayle",46,82,10.695652173913
"AD Russell","CR Brathwaite",3,6,12
"AD Russell","D Padikkal",4,8,12
"AD Russell","DA Miller",9,21,14
"AD Russell","DA Warner",22,48,13.0909090909091
"AD Russell","DJ Bravo",11,11,6
"AD Russell","DJ Hooda",12,5,2.5
"AD Russell","E Lewis",3,2,4
"AD Russell","Gurkeerat Singh",11,21,11.4545454545455
"AD Russell","Gurkeerat Singh",11,21,11.4545454545455
"AD Russell","HH Pandya",18,30,10
"AD Russell","JC Archer",4,2,3
"AD Russell","JJ Bumrah",1,0,0
"AD Russell","JP Faulkner",3,4,8
"AD Russell","K Rabada",1,0,0
"AD Russell","KA Pollard",32,24,4.5
"AD Russell","KH Pandya",28,39,8.35714285714286
"AD Russell","KK Nair",26,29,6.69230769230769
"AD Russell","KK Nair",26,29,6.69230769230769
"AD Russell","KS Bharat",4,4,6
"AD Russell","KS Williamson",8,10,7.5
"AD Russell","LH Ferguson",1,0,0
"AD Russell","M Jansen",4,2,3
"AD Russell","M Vohra",19,20,6.31578947368421
"AD Russell","MA Agarwal",24,23,5.75
"AD Russell","Mandeep Singh",15,23,9.2
"AD Russell","MK Pandey",16,25,9.375
"AD Russell","MM Sharma",2,1,3
"AD Russell","Mohammad Nabi",4,6,9
"AD Russell","Mohammed Siraj",4,1,1.5
